proxy	1	20.7325	562.01
design	1	15.4225	508.47
proxy	2	20.7325	565.65
design	2	15.3950	508.57
proxy	3	20.7775	562.96
design	3	15.4275	508.72
proxy	4	20.6950	561.94
design	4	15.4850	506.90
proxy	5	20.7375	563.46
proxy	6	20.6650	565.37
