M-AR-on-gated	4x64K	5	15.9100	632.73
M-AR-off	4x64K	5	14.4250	632.90
M-AR-off	4x64K	6	14.4350	633.18
M-AR-on-gated	4x64K	6	15.9050	632.96
S-AR-on-gated	1x32K	5	40.1800	726.14
S-AR-off	1x32K	5	32.0000	726.29
S-AR-off	1x32K	6	32.0000	726.28
S-AR-on-gated	1x32K	6	40.2600	726.12
