8	2x64K	1	10.3250	214.24	29.7
12	2x64K	1	9.8000	185.26	28.2
16	2x64K	1	9.3050	162.42	26.7
24	2x64K	1	8.5400	130.18	23.7
16	4x64K	1	5.9050	162.55	27.9
24	4x64K	1	5.4200	129.93	24.9
32	4x64K	1	5.0575	108.83	21.9
41	4x64K	1	4.6600	91.35	18.5
32	8x64K	1	2.9362	108.95	24.3
41	8x64K	1	FAILED	FAILED	FAILED
48	8x64K	1	FAILED	FAILED	FAILED
