f16	1	5.6264 +/- 0.06256
q8q8	1	5.6219 +/- 0.06255
q8q41	1	5.6344 +/- 0.06274
q8q4	1	5.6216 +/- 0.06243
q4q4	1	5.6491 +/- 0.06290
f16	2	5.6264 +/- 0.06256
q8q8	2	5.6219 +/- 0.06255
q8q41	2	5.6344 +/- 0.06274
q8q4	2	5.6216 +/- 0.06243
q4q4	2	5.6491 +/- 0.06290
