# 2026-09-22T14:40:23+00:00 smc-log start; envelopes: PZ0E=1228.0  PZ1E=450.0  PZ3E=530.0  PZ4E=530.0  PZ5E=300.0  PZ7E=1562.0
14:43:10 PZ0G=786.8  PZ7G=1124.8  PZ1G=114.4  PZ3G=303.6  PZ4G=301.9  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=789.8  PZ1F=112.0  PZ3F=306.2  PZ4F=304.8  PG0R=303.6  PG2R=301.9  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=49.0  TG3D=61.0  TG4D=51.0
14:43:15 PZ0G=765.3  PZ7G=1093.6  PZ1G=83.7  PZ3G=307.6  PZ4G=306.1  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=781.8  PZ1F=102.6  PZ3F=306.8  PZ4F=305.2  PG0R=307.6  PG2R=306.1  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=51.0  TG3D=60.0  TG4D=50.0
14:43:20 PZ0G=757.9  PZ7G=1119.3  PZ1G=84.0  PZ3G=303.8  PZ4G=301.6  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=774.6  PZ1F=95.6  PZ3F=306.7  PZ4F=304.6  PG0R=303.8  PG2R=301.6  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=49.0  TG3D=61.0  TG4D=51.0
14:43:25 PZ0G=794.4  PZ7G=1131.2  PZ1G=114.8  PZ3G=307.8  PZ4G=305.6  PZ5G=17.5  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=786.4  PZ1F=107.8  PZ3F=306.8  PZ4F=304.8  PG0R=307.8  PG2R=305.6  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=49.0  TG3D=61.0  TG4D=51.0
14:43:30 PZ0G=756.6  PZ7G=1122.4  PZ1G=83.8  PZ3G=303.2  PZ4G=301.1  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=772.3  PZ1F=94.4  PZ3F=306.1  PZ4F=304.2  PG0R=303.2  PG2R=301.1  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=51.0  TG3D=60.0  TG4D=51.0
14:43:35 PZ0G=764.6  PZ7G=1088.1  PZ1G=84.1  PZ3G=307.1  PZ4G=305.6  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=766.9  PZ1F=88.2  PZ3F=306.2  PZ4F=304.7  PG0R=307.1  PG2R=305.6  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=50.0  TG3D=61.0  TG4D=51.0
14:43:40 PZ0G=795.3  PZ7G=1080.8  PZ1G=113.0  PZ3G=308.4  PZ4G=307.4  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=778.9  PZ1F=101.5  PZ3F=305.7  PZ4F=304.5  PG0R=308.4  PG2R=307.4  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=50.0  TG3D=60.0  TG4D=52.0
14:43:45 PZ0G=793.7  PZ7G=1135.3  PZ1G=112.3  PZ3G=307.7  PZ4G=306.9  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=785.8  PZ1F=105.1  PZ3F=307.2  PZ4F=306.5  PG0R=307.7  PG2R=306.9  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=50.0  TG3D=60.0  TG4D=52.0
14:43:50 PZ0G=783.7  PZ7G=1132.0  PZ1G=101.1  PZ3G=308.2  PZ4G=307.1  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=781.5  PZ1F=99.6  PZ3F=307.8  PZ4F=306.9  PG0R=308.2  PG2R=307.1  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=51.0  TG3D=60.0  TG4D=51.0
14:43:55 PZ0G=794.3  PZ7G=1113.6  PZ1G=113.6  PZ3G=308.0  PZ4G=306.5  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=789.4  PZ1F=108.6  PZ3F=307.7  PZ4F=306.4  PG0R=308.0  PG2R=306.5  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=51.0  TG3D=60.0  TG4D=51.0
14:44:00 PZ0G=794.6  PZ7G=1131.9  PZ1G=114.2  PZ3G=307.2  PZ4G=307.0  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=789.5  PZ1F=109.0  PZ3F=307.3  PZ4F=306.3  PG0R=307.2  PG2R=307.0  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=50.0  TG3D=60.0  TG4D=51.0
14:44:05 PZ0G=765.9  PZ7G=1116.7  PZ1G=83.7  PZ3G=307.5  PZ4G=306.7  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=774.8  PZ1F=93.9  PZ3F=307.1  PZ4F=306.1  PG0R=307.5  PG2R=306.7  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=49.0  TG3D=61.0  TG4D=51.0
14:44:10 PZ0G=791.5  PZ7G=1153.0  PZ1G=115.8  PZ3G=305.5  PZ4G=303.8  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=786.2  PZ1F=106.8  PZ3F=306.8  PZ4F=305.6  PG0R=305.5  PG2R=303.8  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=51.0  TG3D=61.0  TG4D=51.0
14:44:15 PZ0G=795.7  PZ7G=1120.0  PZ1G=115.8  PZ3G=307.4  PZ4G=306.4  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=790.7  PZ1F=111.3  PZ3F=307.0  PZ4F=305.8  PG0R=307.4  PG2R=306.4  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=51.0  TG3D=60.0  TG4D=51.0
14:44:20 PZ0G=768.2  PZ7G=1123.5  PZ1G=86.5  PZ3G=307.8  PZ4G=306.2  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=784.7  PZ1F=105.2  PZ3F=306.9  PZ4F=305.6  PG0R=307.8  PG2R=306.2  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=51.0  TG3D=61.0  TG4D=50.0
14:44:25 PZ0G=795.5  PZ7G=1124.5  PZ1G=115.5  PZ3G=307.6  PZ4G=306.4  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=778.0  PZ1F=98.4  PZ3F=306.8  PZ4F=305.4  PG0R=307.6  PG2R=306.4  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=50.0  TG3D=60.0  TG4D=51.0
14:44:30 PZ0G=789.7  PZ7G=1134.0  PZ1G=115.0  PZ3G=304.9  PZ4G=303.1  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=786.0  PZ1F=107.9  PZ3F=306.4  PZ4F=304.9  PG0R=304.9  PG2R=303.1  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=50.0  TG3D=61.0  TG4D=49.0
14:44:35 PZ0G=794.1  PZ7G=1117.2  PZ1G=115.5  PZ3G=306.9  PZ4G=305.6  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=789.9  PZ1F=111.9  PZ3F=306.5  PZ4F=305.0  PG0R=306.9  PG2R=305.6  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=50.0  TG3D=61.0  TG4D=50.0
14:44:40 PZ0G=771.2  PZ7G=1157.3  PZ1G=95.9  PZ3G=304.3  PZ4G=302.7  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=786.5  PZ1F=108.6  PZ3F=306.3  PZ4F=304.7  PG0R=304.3  PG2R=302.7  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=60.0  TG1D=49.0  TG3D=60.0  TG4D=51.0
14:44:45 PZ0G=766.3  PZ7G=1095.0  PZ1G=85.9  PZ3G=307.1  PZ4G=305.6  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=774.3  PZ1F=95.2  PZ3F=306.7  PZ4F=305.0  PG0R=307.1  PG2R=305.6  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=49.0  TG3D=61.0  TG4D=50.0
14:44:50 PZ0G=793.4  PZ7G=1144.6  PZ1G=113.2  PZ3G=307.8  PZ4G=305.5  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=783.4  PZ1F=105.6  PZ3F=306.3  PZ4F=304.5  PG0R=307.8  PG2R=305.5  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=61.0  TG1D=50.0  TG3D=61.0  TG4D=50.0
14:44:55 PZ0G=766.2  PZ7G=1100.6  PZ1G=85.6  PZ3G=307.5  PZ4G=305.4  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=776.0  PZ1F=97.5  PZ3F=306.5  PZ4F=304.8  PG0R=307.5  PG2R=305.4  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=51.0  TG3D=60.0  TG4D=51.0
14:45:01 PZ0G=757.6  PZ7G=1124.0  PZ1G=85.9  PZ3G=302.6  PZ4G=300.8  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=767.0  PZ1F=89.2  PZ3F=305.9  PZ4F=304.2  PG0R=302.6  PG2R=300.8  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=51.0  TG3D=59.0  TG4D=51.0
14:45:06 PZ0G=795.3  PZ7G=1083.6  PZ1G=114.1  PZ3G=307.7  PZ4G=307.2  PZ5G=17.4  PZ0T=0.0  PZ3T=0.0  PZ4T=0.0  PZ7T=0.0  PZ0F=772.4  PZ1F=97.1  PZ3F=304.5  PZ4F=303.3  PG0R=307.7  PG2R=307.2  TG0s=0.0  TG1s=0.0  TG3s=0.0  TG4s=0.0  TG0D=59.0  TG1D=50.0  TG3D=59.0  TG4D=51.0
